ID,NDVI,NDRE,E,N
3238,0.2468701,0.1111372,336681.295,4451307.229
3239,0.1365683,0.13126,336686.295,4451307.229
3240,0.0396128,0.0974202,336691.295,4451307.229
3241,0.2565569,0.158192,336696.295,4451307.229
3242,0.2767845,0.1321096,336701.295,4451307.229
3243,0.105599,0.0987066,336706.295,4451307.229
3244,0.2615241,0.1486249,336711.295,4451307.229
3245,0.2298025,0.1183296,336716.295,4451307.229
3246,0.100176,0.0962631,336721.295,4451307.229
3247,0.0917617,0.0792684,336726.295,4451307.229
3248,0.1588032,0.1023084,336731.295,4451307.229
3249,0.1442303,0.1203251,336741.295,4451307.229
3250,0.0324346,0.1194574,336746.295,4451307.229
3251,-0.0247191,0.1293069,336751.295,4451307.229
3252,0.0168389,0.1586288,336756.295,4451307.229
3253,-0.062289,0.1263977,336761.295,4451307.229
3254,0.161703,0.1478431,336766.295,4451307.229
3255,0.0857972,0.1150658,336786.295,4451307.229
3256,-0.0370347,0.0769136,336791.295,4451307.229
3257,0.2601586,0.1457294,336801.295,4451307.229
3258,0.3483087,0.1616953,336806.295,4451307.229
3259,0.073681,0.1050055,336816.295,4451307.229
3260,0.0589763,0.1128829,336831.295,4451307.229
3261,0.1286686,0.0833872,336841.295,4451307.229
3262,-0.0127106,0.0971605,336846.295,4451307.229
3263,0.3855254,0.1467416,336851.295,4451307.229
3264,0.1924005,0.0913198,336861.295,4451307.229
3265,-0.1111256,0.0272422,336866.295,4451307.229
3266,0.2683375,0.0933837,336871.295,4451307.229
3267,0.2367676,0.0986097,336876.295,4451307.229
3268,0.2663221,0.0898484,336881.295,4451307.229
3269,0.1615355,0.0560897,336886.295,4451307.229
3270,0.1681026,0.0903053,336891.295,4451307.229
3271,0.3623319,0.1407197,336901.295,4451307.229
3272,0.0676913,0.0476676,336906.295,4451307.229
3273,0.1348518,0.0898432,336911.295,4451307.229
3274,0.0990291,0.0887065,336916.295,4451307.229
3275,0.2852542,0.1035536,336921.295,4451307.229
3276,0.2930398,0.1394053,336646.295,4451302.229
3277,0.0521608,0.1090858,336651.295,4451302.229
3278,0.0337388,0.1172746,336656.295,4451302.229
3279,0.2430172,0.1149957,336661.295,4451302.229
3280,0.3209943,0.1298448,336666.295,4451302.229
3281,0.3087558,0.1127054,336671.295,4451302.229
3282,0.1804832,0.1091103,336676.295,4451302.229
3283,0.1905284,0.1016729,336681.295,4451302.229
3284,0.1020578,0.1309557,336686.295,4451302.229
3285,0.098271,0.1241807,336691.295,4451302.229
3286,0.1014701,0.1237537,336696.295,4451302.229
3287,0.229701,0.1053749,336701.295,4451302.229
3288,0.1670445,0.0994032,336706.295,4451302.229
3289,0.2005112,0.1085806,336711.295,4451302.229
3290,0.1334413,0.0824951,336716.295,4451302.229
3291,0.1189209,0.1062153,336721.295,4451302.229
3292,0.2113093,0.1151125,336726.295,4451302.229
3293,0.1008713,0.1383824,336731.295,4451302.229
3294,-0.09926,0.1072092,336746.295,4451302.229
3295,0.1025599,0.142689,336751.295,4451302.229
3296,0.1984552,0.1604007,336756.295,4451302.229
3297,0.149328,0.1348976,336761.295,4451302.229
3298,-0.020148,0.1465807,336766.295,4451302.229
3299,0.0009819,0.1243153,336771.295,4451302.229
3300,-0.0902701,0.1264019,336776.295,4451302.229
3301,-0.02404,0.0975646,336781.295,4451302.229
3302,-0.1355124,0.1010998,336786.295,4451302.229
3303,-0.0726088,0.1085114,336791.295,4451302.229
3304,0.1399906,0.1294992,336796.295,4451302.229
3305,-0.0747365,0.1403804,336801.295,4451302.229
3306,0.0989996,0.0994132,336806.295,4451302.229
3307,-0.0290429,0.0807452,336811.295,4451302.229
3308,-0.0547045,0.0757973,336826.295,4451302.229
3309,0.1814386,0.1082623,336836.295,4451302.229
3310,0.2037616,0.1191543,336841.295,4451302.229
3311,-0.0397864,0.0969961,336846.295,4451302.229
3312,0.0643401,0.0726078,336851.295,4451302.229
3313,0.1539531,0.100678,336861.295,4451302.229
3314,0.3024282,0.1211188,336866.295,4451302.229
3315,0.3357919,0.1268616,336871.295,4451302.229
3316,0.247391,0.0773297,336876.295,4451302.229
3317,0.3013232,0.1033765,336881.295,4451302.229
3318,0.4881205,0.1578062,336886.295,4451302.229
3319,0.2017624,0.0730211,336891.295,4451302.229
3320,0.1396898,0.0735106,336896.295,4451302.229
3321,-0.0895399,0.0725304,336901.295,4451302.229
3322,0.1474325,0.0834733,336906.295,4451302.229
3323,0.1163057,0.0584987,336911.295,4451302.229
3324,0.2130612,0.076612,336916.295,4451302.229
3325,0.1339364,0.0489083,336921.295,4451302.229
3326,0.0430009,0.0539295,336926.295,4451302.229
3327,0.2761858,0.1161697,336646.295,4451297.229
3328,0.2228778,0.1248859,336651.295,4451297.229
3329,0.0123321,0.0970611,336656.295,4451297.229
3330,0.156228,0.1079873,336661.295,4451297.229
3331,0.1010676,0.1402193,336666.295,4451297.229
3332,0.1499169,0.1403443,336671.295,4451297.229
3333,0.1772282,0.117521,336676.295,4451297.229
3334,0.367662,0.1611921,336681.295,4451297.229
3335,0.064799,0.1039447,336686.295,4451297.229
3336,0.0446729,0.1130128,336691.295,4451297.229
3337,0.0281583,0.1000446,336696.295,4451297.229
3338,0.1676593,0.1301555,336701.295,4451297.229
3339,0.1314115,0.1347661,336711.295,4451297.229
3340,0.1356198,0.1395043,336716.295,4451297.229
3341,0.0916227,0.0925211,336721.295,4451297.229
3342,0.1053463,0.1053651,336726.295,4451297.229
3343,-0.0570632,0.0914969,336731.295,4451297.229
3344,-0.1034368,0.107517,336736.295,4451297.229
3345,-0.125322,0.1189457,336741.295,4451297.229
3346,0.2348211,0.1282318,336746.295,4451297.229
3347,-0.0480915,0.1465729,336751.295,4451297.229
3348,-0.0156415,0.1407093,336756.295,4451297.229
3349,0.1992642,0.1818224,336761.295,4451297.229
3350,0.1028108,0.1448088,336766.295,4451297.229
3351,0.0583431,0.1428634,336771.295,4451297.229
3352,0.2187699,0.1513905,336776.295,4451297.229
3353,-0.0099449,0.1302158,336781.295,4451297.229
3354,-0.0960599,0.123999,336791.295,4451297.229
3355,0.0853107,0.1237312,336796.295,4451297.229
3356,-0.0503797,0.0937654,336806.295,4451297.229
3357,0.0417739,0.0830769,336811.295,4451297.229
3358,-0.0985037,0.0604948,336816.295,4451297.229
3359,0.1246634,0.1026771,336826.295,4451297.229
3360,0.2905505,0.108295,336831.295,4451297.229
3361,0.0855186,0.1020151,336846.295,4451297.229
3362,0.0888626,0.1029187,336851.295,4451297.229
3363,0.0024009,0.1062503,336861.295,4451297.229
3364,0.2225435,0.0736588,336866.295,4451297.229
3365,0.2302901,0.1088502,336871.295,4451297.229
3366,0.2875625,0.0932065,336876.295,4451297.229
3367,0.3054439,0.1140283,336881.295,4451297.229
3368,0.3018548,0.1226835,336886.295,4451297.229
3369,0.2046815,0.075597,336891.295,4451297.229
3370,0.330581,0.0847544,336896.295,4451297.229
3371,0.304134,0.1215013,336901.295,4451297.229
3372,0.2159111,0.1009894,336906.295,4451297.229
3373,0.1680381,0.059203,336911.295,4451297.229
3374,0.1069062,0.0733579,336916.295,4451297.229
3375,0.1354535,0.0379074,336921.295,4451297.229
3376,0.0805595,0.0718869,336926.295,4451297.229
3377,0.274698,0.1069836,336931.295,4451297.229
3378,0.27678,0.1027959,336651.295,4451292.229
3379,0.2766472,0.1104592,336656.295,4451292.229
3380,0.1961141,0.115731,336661.295,4451292.229
3381,0.217984,0.120128,336666.295,4451292.229
3382,0.1076392,0.0962483,336671.295,4451292.229
3383,0.1564191,0.1301539,336676.295,4451292.229
3384,0.0404209,0.0997976,336681.295,4451292.229
3385,0.1752823,0.1228685,336686.295,4451292.229
3386,-0.1042298,0.1307829,336691.295,4451292.229
3387,0.1079917,0.1109376,336696.295,4451292.229
3388,0.3176637,0.1434637,336706.295,4451292.229
3389,0.2041927,0.1501691,336711.295,4451292.229
3390,0.1271929,0.132635,336716.295,4451292.229
3391,0.2190248,0.1291037,336721.295,4451292.229
3392,0.2649092,0.1023637,336731.295,4451292.229
3393,0.0784865,0.0893643,336736.295,4451292.229
3394,0.0153819,0.1129125,336741.295,4451292.229
3395,-0.1403093,0.1268023,336746.295,4451292.229
3396,0.2108879,0.1652744,336756.295,4451292.229
3397,0.0629051,0.1454175,336761.295,4451292.229
3398,-0.0536866,0.1300485,336766.295,4451292.229
3399,0.0848099,0.1595941,336771.295,4451292.229
3400,-0.0343607,0.1202085,336776.295,4451292.229
3401,0.1165839,0.1402521,336791.295,4451292.229
3402,0.161253,0.1253119,336796.295,4451292.229
3403,0.1954196,0.12757,336811.295,4451292.229
3404,-0.1254503,0.0890051,336826.295,4451292.229
3405,-0.0800179,0.057931,336831.295,4451292.229
3406,0.2871117,0.1182642,336846.295,4451292.229
3407,0.1111489,0.1094723,336851.295,4451292.229
3408,-0.12751,0.0311559,336856.295,4451292.229
3409,0.1897698,0.1136939,336861.295,4451292.229
3410,0.3320023,0.0896529,336866.295,4451292.229
3411,0.2439391,0.0894777,336871.295,4451292.229
3412,0.3002817,0.1034429,336876.295,4451292.229
3413,0.3900109,0.1237794,336881.295,4451292.229
3414,0.2445719,0.1205269,336886.295,4451292.229
3415,0.2415552,0.0893445,336891.295,4451292.229
3416,0.2610507,0.0533433,336896.295,4451292.229
3417,0.2281495,0.0703471,336901.295,4451292.229
3418,0.1867223,0.0686645,336906.295,4451292.229
3419,-0.0238974,0.0629792,336911.295,4451292.229
3420,0.2681508,0.1050581,336916.295,4451292.229
3421,0.2593723,0.0694751,336921.295,4451292.229
3422,0.0604404,0.1063662,336926.295,4451292.229
3423,0.0454393,0.0571891,336931.295,4451292.229
3424,0.1632855,0.1069019,336651.295,4451287.229
3425,0.0570308,0.0914505,336656.295,4451287.229
3426,0.1870196,0.1455299,336661.295,4451287.229
3427,0.189037,0.1098298,336676.295,4451287.229
3428,0.3093329,0.1359884,336681.295,4451287.229
3429,0.2414884,0.1273076,336686.295,4451287.229
3430,0.1676429,0.1321151,336691.295,4451287.229
3431,0.1311143,0.1438169,336696.295,4451287.229
3432,0.1422866,0.160917,336706.295,4451287.229
3433,0.1082431,0.156449,336711.295,4451287.229
3434,0.173378,0.135914,336716.295,4451287.229
3435,0.2786709,0.1550535,336721.295,4451287.229
3436,0.1755575,0.1521845,336726.295,4451287.229
3437,0.1783976,0.1223825,336731.295,4451287.229
3438,0.2170407,0.0958963,336736.295,4451287.229
3439,0.2036873,0.154889,336751.295,4451287.229
3440,-0.0767363,0.1434419,336756.295,4451287.229
3441,0.3448341,0.1900418,336766.295,4451287.229
3442,0.0952323,0.1556339,336771.295,4451287.229
3443,-0.0819775,0.1319635,336776.295,4451287.229
3444,-0.0688675,0.1154173,336781.295,4451287.229
3445,0.0533169,0.1320482,336791.295,4451287.229
3446,0.1093339,0.129278,336796.295,4451287.229
3447,0.1537306,0.1295027,336801.295,4451287.229
3448,0.0819157,0.0771504,336816.295,4451287.229
3449,0.0671764,0.1171415,336821.295,4451287.229
3450,0.1453482,0.1202736,336836.295,4451287.229
3451,0.1263627,0.1122728,336846.295,4451287.229
3452,0.0153529,0.070861,336851.295,4451287.229
3453,-0.0080446,0.0976139,336856.295,4451287.229
3454,0.3015931,0.1088795,336861.295,4451287.229
3455,0.2523091,0.0841158,336866.295,4451287.229
3456,0.2045119,0.1251837,336871.295,4451287.229
3457,0.2421218,0.0997009,336876.295,4451287.229
3458,0.0384152,0.0341944,336881.295,4451287.229
3459,0.3294753,0.134135,336886.295,4451287.229
3460,0.146531,0.0764833,336891.295,4451287.229
3461,0.1694221,0.0953018,336896.295,4451287.229
3462,0.2342017,0.0625519,336901.295,4451287.229
3463,0.2663079,0.0788766,336906.295,4451287.229
3464,0.3276399,0.101738,336911.295,4451287.229
3465,0.0395103,0.0848619,336916.295,4451287.229
3466,0.2490466,0.1127662,336921.295,4451287.229
3467,-0.0375378,0.0392541,336926.295,4451287.229
3468,0.1387011,0.0734567,336931.295,4451287.229
3469,-0.0221481,0.0224271,336936.295,4451287.229
3470,0.1887458,0.1452598,336656.295,4451282.229
3471,0.1064881,0.0743454,336661.295,4451282.229
3472,0.0329772,0.1033442,336666.295,4451282.229
3473,0.1654118,0.1431177,336671.295,4451282.229
3474,0.0619638,0.1168992,336676.295,4451282.229
3475,0.2033236,0.117947,336681.295,4451282.229
3476,0.2348622,0.1093954,336686.295,4451282.229
3477,0.1843892,0.123681,336691.295,4451282.229
3478,0.2106574,0.1047199,336696.295,4451282.229
3479,-0.0201616,0.1325126,336701.295,4451282.229
3480,0.2696406,0.1577677,336706.295,4451282.229
3481,0.2689485,0.1409183,336711.295,4451282.229
3482,0.0474845,0.1570353,336716.295,4451282.229
3483,0.1868362,0.1412284,336721.295,4451282.229
3484,0.3439518,0.1603037,336726.295,4451282.229
3485,0.1726882,0.0965701,336731.295,4451282.229
3486,0.2230153,0.1424666,336736.295,4451282.229
3487,-0.1488476,0.1202029,336741.295,4451282.229
3488,0.1450249,0.1107267,336746.295,4451282.229
3489,-0.0326894,0.1055709,336751.295,4451282.229
3490,0.1278517,0.1551104,336756.295,4451282.229
3491,-0.0063741,0.1486517,336761.295,4451282.229
3492,0.2438579,0.1590496,336766.295,4451282.229
3493,-0.0577193,0.0906916,336776.295,4451282.229
3494,0.17551,0.1441927,336781.295,4451282.229
3495,0.0738526,0.1322849,336786.295,4451282.229
3496,-0.0035465,0.1146022,336791.295,4451282.229
3497,-0.034444,0.1156874,336796.295,4451282.229
3498,0.2276374,0.1121185,336816.295,4451282.229
3499,-0.0442058,0.137381,336821.295,4451282.229
3500,0.1612417,0.1189116,336831.295,4451282.229
3501,-0.0294207,0.0950388,336836.295,4451282.229
3502,0.1111324,0.1025166,336846.295,4451282.229
3503,0.2280054,0.1007918,336856.295,4451282.229
3504,0.2094325,0.0979094,336861.295,4451282.229
3505,0.296703,0.11062,336866.295,4451282.229
3506,0.240661,0.0857481,336871.295,4451282.229
3507,0.2912885,0.1014628,336876.295,4451282.229
3508,0.2558539,0.0985546,336881.295,4451282.229
3509,0.1212868,0.0956364,336886.295,4451282.229
3510,0.149922,0.1174439,336891.295,4451282.229
3511,0.4071724,0.1196267,336896.295,4451282.229
3512,0.0573465,0.0935349,336901.295,4451282.229
3513,0.0695372,0.0490107,336906.295,4451282.229
3514,0.3202013,0.1079118,336911.295,4451282.229
3515,0.1618976,0.0627796,336916.295,4451282.229
3516,0.0612682,0.0728995,336926.295,4451282.229
3517,-0.0243082,0.0455784,336931.295,4451282.229
3518,0.0869211,0.0445656,336936.295,4451282.229
3519,0.3092337,0.1352092,336656.295,4451277.229
3520,0.0964294,0.1393445,336661.295,4451277.229
3521,0.0851392,0.0969655,336666.295,4451277.229
3522,0.1463591,0.1214922,336671.295,4451277.229
3523,0.224408,0.1525544,336676.295,4451277.229
3524,0.1265722,0.1052848,336681.295,4451277.229
3525,0.0682693,0.129526,336686.295,4451277.229
3526,0.2042341,0.0990738,336691.295,4451277.229
3527,0.1478516,0.0943558,336696.295,4451277.229
3528,0.150533,0.0942465,336701.295,4451277.229
3529,0.0910818,0.1088872,336706.295,4451277.229
3530,0.0805489,0.121093,336711.295,4451277.229
3531,0.1002694,0.1265048,336716.295,4451277.229
3532,0.1378784,0.147277,336721.295,4451277.229
3533,0.0635788,0.1134749,336726.295,4451277.229
3534,0.0559855,0.0878225,336731.295,4451277.229
3535,0.0368354,0.1355355,336736.295,4451277.229
3536,0.0798292,0.1100081,336741.295,4451277.229
3537,0.1936722,0.1830965,336756.295,4451277.229
3538,0.0206549,0.1259717,336761.295,4451277.229
3539,0.1662886,0.1664823,336766.295,4451277.229
3540,-0.1466763,0.1326676,336771.295,4451277.229
3541,0.0856517,0.1638415,336776.295,4451277.229
3542,0.2611391,0.1430252,336781.295,4451277.229
3543,0.0103319,0.1639708,336786.295,4451277.229
3544,-0.1246993,0.1168062,336791.295,4451277.229
3545,-0.0714872,0.1055035,336806.295,4451277.229
3546,-0.0344766,0.1090806,336821.295,4451277.229
3547,0.2371756,0.1174572,336831.295,4451277.229
3548,-0.0925508,0.0822565,336851.295,4451277.229
3549,0.2643741,0.1222446,336856.295,4451277.229
3550,0.1988275,0.085055,336866.295,4451277.229
3551,0.1123006,0.0615637,336871.295,4451277.229
3552,0.2073089,0.0726676,336876.295,4451277.229
3553,0.4160168,0.1393746,336881.295,4451277.229
3554,0.1999496,0.1097125,336886.295,4451277.229
3555,0.1952057,0.0888099,336891.295,4451277.229
3556,0.2352162,0.1270694,336896.295,4451277.229
3557,0.2163318,0.1002884,336901.295,4451277.229
3558,0.309644,0.1103442,336906.295,4451277.229
3559,0.0336958,0.0534667,336911.295,4451277.229
3560,-0.016144,0.0307355,336916.295,4451277.229
3561,0.1609294,0.0465456,336921.295,4451277.229
3562,0.0963638,0.0772479,336926.295,4451277.229
3563,0.0001312,0.0517388,336931.295,4451277.229
3564,0.0814215,0.0364737,336936.295,4451277.229
3565,0.1569936,0.0971591,336666.295,4451272.229
3566,0.1403732,0.1078515,336671.295,4451272.229
3567,0.1606923,0.0997636,336676.295,4451272.229
3568,0.2159302,0.1113606,336681.295,4451272.229
3569,0.0913303,0.1651892,336686.295,4451272.229
3570,0.224841,0.1141926,336691.295,4451272.229
3571,0.0819518,0.1147857,336696.295,4451272.229
3572,0.1599498,0.1457884,336701.295,4451272.229
3573,0.1585368,0.0995054,336706.295,4451272.229
3574,0.1428338,0.1269819,336711.295,4451272.229
3575,0.0418619,0.1102468,336716.295,4451272.229
3576,0.0270171,0.1321737,336721.295,4451272.229
3577,0.0504521,0.1388867,336726.295,4451272.229
3578,0.1726467,0.1109942,336731.295,4451272.229
3579,-0.1362654,0.078426,336736.295,4451272.229
3580,-0.0096805,0.1645623,336741.295,4451272.229
3581,0.2182065,0.1250604,336746.295,4451272.229
3582,0.1273743,0.1532346,336751.295,4451272.229
3583,0.2290787,0.1688337,336756.295,4451272.229
3584,0.1710841,0.1568172,336761.295,4451272.229
3585,0.3024647,0.1963966,336766.295,4451272.229
3586,0.1567538,0.1717608,336771.295,4451272.229
3587,0.3672992,0.1815149,336776.295,4451272.229
3588,0.2917788,0.1789132,336786.295,4451272.229
3589,-0.011182,0.1486019,336791.295,4451272.229
3590,0.2720686,0.1348045,336806.295,4451272.229
3591,-0.0708752,0.0993021,336816.295,4451272.229
3592,-0.1288411,0.0976894,336821.295,4451272.229
3593,0.1433855,0.1064417,336846.295,4451272.229
3594,0.0188682,0.0783717,336851.295,4451272.229
3595,0.3904505,0.1190853,336856.295,4451272.229
3596,0.0359926,0.0922289,336861.295,4451272.229
3597,0.1949508,0.079456,336866.295,4451272.229
3598,0.2632014,0.0973162,336871.295,4451272.229
3599,0.2026084,0.084684,336876.295,4451272.229
3600,0.1733798,0.1216458,336881.295,4451272.229
3601,0.3315165,0.098799,336886.295,4451272.229
3602,0.2927303,0.1109339,336891.295,4451272.229
3603,0.1291646,0.0764883,336896.295,4451272.229
3604,0.0482054,0.065365,336901.295,4451272.229
3605,0.1143118,0.0742739,336906.295,4451272.229
3606,-0.0601609,0.0406048,336911.295,4451272.229
3607,0.1427516,0.0687218,336916.295,4451272.229
3608,-0.0649476,0.0503266,336921.295,4451272.229
3609,-0.144189,0.0192853,336926.295,4451272.229
3610,-0.0646315,0.0594492,336931.295,4451272.229
3611,0.0810835,0.0272568,336936.295,4451272.229
3612,0.0976693,0.0185855,336941.295,4451272.229
3613,0.235849,0.1156528,336661.295,4451267.229
3614,0.1930556,0.1269835,336666.295,4451267.229
3615,0.1675449,0.1170918,336671.295,4451267.229
3616,0.1155341,0.1028885,336676.295,4451267.229
3617,-0.0918306,0.1165727,336681.295,4451267.229
3618,0.1396945,0.1323812,336686.295,4451267.229
3619,0.0700567,0.1288023,336691.295,4451267.229
3620,-0.0977724,0.117615,336696.295,4451267.229
3621,-0.0192068,0.1258076,336701.295,4451267.229
3622,-0.0643226,0.1487563,336706.295,4451267.229
3623,0.0715963,0.0970699,336711.295,4451267.229
3624,0.1230073,0.1194758,336716.295,4451267.229
3625,0.0478143,0.1202701,336721.295,4451267.229
3626,-0.0734349,0.1174784,336731.295,4451267.229
3627,-0.0218408,0.1195801,336736.295,4451267.229
3628,0.1091179,0.1330916,336741.295,4451267.229
3629,0.1642774,0.145107,336746.295,4451267.229
3630,-0.0911624,0.1285777,336751.295,4451267.229
3631,0.1196948,0.1402875,336756.295,4451267.229
3632,0.2645552,0.1313009,336761.295,4451267.229
3633,0.4355999,0.1936346,336766.295,4451267.229
3634,0.0079693,0.1434428,336771.295,4451267.229
3635,0.112524,0.1846241,336776.295,4451267.229
3636,0.2730596,0.1817842,336781.295,4451267.229
3637,0.1162963,0.1366306,336786.295,4451267.229
3638,0.0972116,0.1269592,336791.295,4451267.229
3639,0.1120661,0.1079177,336816.295,4451267.229
3640,-0.1254999,0.0680724,336836.295,4451267.229
3641,0.1431244,0.1110322,336841.295,4451267.229
3642,0.0917099,0.0775694,336846.295,4451267.229
3643,0.2380476,0.1049461,336851.295,4451267.229
3644,0.1551564,0.0878216,336856.295,4451267.229
3645,0.1669673,0.0888788,336861.295,4451267.229
3646,0.3847799,0.0843606,336866.295,4451267.229
3647,0.2277052,0.0853207,336871.295,4451267.229
3648,0.1425631,0.1329842,336876.295,4451267.229
3649,0.182378,0.0651012,336881.295,4451267.229
3650,0.1412123,0.089682,336886.295,4451267.229
3651,0.1584571,0.1187782,336891.295,4451267.229
3652,0.101563,0.0525251,336896.295,4451267.229
3653,0.1993876,0.0708603,336901.295,4451267.229
3654,0.3027311,0.1311036,336906.295,4451267.229
3655,0.1230634,0.057058,336911.295,4451267.229
3656,0.1314587,0.075863,336916.295,4451267.229
3657,-0.0061862,0.0540379,336921.295,4451267.229
3658,0.08687,0.0650585,336926.295,4451267.229
3659,-0.0256542,0.0653247,336931.295,4451267.229
3660,0.1981153,0.0590631,336936.295,4451267.229
3661,-0.0570804,0.091412,336941.295,4451267.229
3662,0.1257092,0.1156208,336666.295,4451262.229
3663,0.1288072,0.1057271,336671.295,4451262.229
3664,0.1839054,0.1109232,336676.295,4451262.229
3665,-0.0380205,0.0965707,336681.295,4451262.229
3666,0.048123,0.1394339,336686.295,4451262.229
3667,-0.1048972,0.1116613,336691.295,4451262.229
3668,0.0037055,0.1296451,336696.295,4451262.229
3669,-0.0462285,0.1171009,336701.295,4451262.229
3670,-0.0269473,0.1026654,336711.295,4451262.229
3671,-0.0069314,0.1116862,336716.295,4451262.229
3672,-0.0150841,0.1183105,336721.295,4451262.229
3673,-0.0368841,0.113191,336726.295,4451262.229
3674,-0.0182671,0.111703,336746.295,4451262.229
3675,0.2865696,0.1616154,336766.295,4451262.229
3676,0.0927123,0.1534302,336776.295,4451262.229
3677,-0.0447703,0.1359342,336781.295,4451262.229
3678,0.1885376,0.1576888,336786.295,4451262.229
3679,-0.1204642,0.1135174,336791.295,4451262.229
3680,-0.1099257,0.1222037,336801.295,4451262.229
3681,0.1707999,0.1160678,336846.295,4451262.229
3682,0.1613006,0.0557495,336851.295,4451262.229
3683,0.158194,0.0612001,336856.295,4451262.229
3684,0.3142671,0.0916746,336861.295,4451262.229
3685,0.2946752,0.0996209,336866.295,4451262.229
3686,-0.0931928,0.0330738,336871.295,4451262.229
3687,0.0719497,0.0413635,336876.295,4451262.229
3688,0.0883352,0.0510075,336881.295,4451262.229
3689,0.0739612,0.1139918,336886.295,4451262.229
3690,0.0783518,0.0565135,336891.295,4451262.229
3691,0.1237924,0.0776281,336896.295,4451262.229
3692,-0.0205081,0.043515,336901.295,4451262.229
3693,0.0115579,0.0405047,336906.295,4451262.229
3694,0.1973473,0.1017435,336911.295,4451262.229
3695,0.1516348,0.0650259,336916.295,4451262.229
3696,0.1681253,0.0792476,336921.295,4451262.229
3697,0.0006665,0.0400266,336926.295,4451262.229
3698,-0.0016673,0.0757094,336931.295,4451262.229
3699,0.1164053,0.0713671,336936.295,4451262.229
3700,-0.1304685,0.0247793,336941.295,4451262.229
3701,0.0394171,0.1066603,336666.295,4451257.229
3702,0.3347974,0.1438183,336671.295,4451257.229
3703,0.2870912,0.1167105,336676.295,4451257.229
3704,-0.01522,0.0783907,336681.295,4451257.229
3705,-0.124936,0.1212692,336686.295,4451257.229
3706,-0.0773955,0.1258714,336691.295,4451257.229
3707,0.0389216,0.1226481,336696.295,4451257.229
3708,-0.0814438,0.1132663,336701.295,4451257.229
3709,0.1625932,0.1303176,336716.295,4451257.229
3710,-0.0548583,0.1174648,336721.295,4451257.229
3711,0.0179947,0.1008578,336731.295,4451257.229
3712,-0.0789246,0.1064874,336741.295,4451257.229
3713,0.0232268,0.1142419,336746.295,4451257.229
3714,0.0120253,0.1379879,336751.295,4451257.229
3715,-0.0946516,0.1091384,336761.295,4451257.229
3716,-0.0977844,0.1604216,336766.295,4451257.229
3717,0.1306662,0.1497684,336771.295,4451257.229
3718,-0.1210262,0.1410149,336781.295,4451257.229
3719,-0.1176825,0.1424846,336786.295,4451257.229
3720,0.0732962,0.1454514,336791.295,4451257.229
3721,-0.1493524,0.0734852,336806.295,4451257.229
3722,0.0886241,0.0999848,336826.295,4451257.229
3723,0.2020733,0.0876513,336831.295,4451257.229
3724,0.1585445,0.1144278,336841.295,4451257.229
3725,0.184708,0.0992586,336846.295,4451257.229
3726,0.2986631,0.1520326,336851.295,4451257.229
3727,0.1150767,0.0782896,336866.295,4451257.229
3728,0.00953,0.0659257,336871.295,4451257.229
3729,0.0190007,0.0727784,336876.295,4451257.229
3730,0.2098392,0.064315,336881.295,4451257.229
3731,0.0128525,0.0635761,336886.295,4451257.229
3732,0.2642706,0.1058237,336891.295,4451257.229
3733,0.0527168,0.0479155,336896.295,4451257.229
3734,0.0960747,0.0344317,336901.295,4451257.229
3735,0.0553265,0.0764898,336906.295,4451257.229
3736,0.0340312,0.0686922,336911.295,4451257.229
3737,0.0046578,0.0550967,336916.295,4451257.229
3738,0.0204739,0.0418619,336921.295,4451257.229
3739,0.1301415,0.0622181,336926.295,4451257.229
3740,-0.0061525,0.060665,336936.295,4451257.229
3741,0.1406295,0.0582628,336941.295,4451257.229
3742,0.2020774,0.1234197,336671.295,4451252.229
3743,0.0624155,0.0453882,336676.295,4451252.229
3744,0.0272766,0.0957907,336681.295,4451252.229
3745,0.1437511,0.1036047,336686.295,4451252.229
3746,-0.0155615,0.1539093,336721.295,4451252.229
3747,0.0200433,0.108375,336726.295,4451252.229
3748,0.1488871,0.1199655,336731.295,4451252.229
3749,-0.1066693,0.1142074,336741.295,4451252.229
3750,-0.1332664,0.1079807,336746.295,4451252.229
3751,0.1589876,0.1641178,336751.295,4451252.229
3752,0.0479295,0.1159236,336756.295,4451252.229
3753,-0.1178299,0.1304579,336761.295,4451252.229
3754,-0.1360354,0.1279902,336766.295,4451252.229
3755,0.0349843,0.1213726,336771.295,4451252.229
3756,0.3237577,0.1925728,336776.295,4451252.229
3757,-0.0556739,0.1429508,336781.295,4451252.229
3758,-0.1259863,0.1420904,336786.295,4451252.229
3759,0.0256616,0.1294668,336791.295,4451252.229
3760,-0.0827729,0.1187702,336796.295,4451252.229
3761,0.3263739,0.1356172,336801.295,4451252.229
3762,0.0931569,0.105509,336806.295,4451252.229
3763,0.1706309,0.124862,336811.295,4451252.229
3764,0.1730625,0.1265955,336826.295,4451252.229
3765,0.0087803,0.1439,336831.295,4451252.229
3766,0.4031863,0.1327105,336836.295,4451252.229
3767,0.1956384,0.0744145,336841.295,4451252.229
3768,0.2790191,0.1242769,336846.295,4451252.229
3769,-0.0227754,0.0818164,336851.295,4451252.229
3770,0.1595804,0.0774204,336856.295,4451252.229
3771,0.2416663,0.0850576,336861.295,4451252.229
3772,0.0413788,0.062301,336866.295,4451252.229
3773,0.0449703,0.0590513,336871.295,4451252.229
3774,0.0757112,0.0657218,336876.295,4451252.229
