ID,NDVI,NDRE,E,N
1219,-0.1395675,0.0496975,336511.295,4451727.229
1220,-0.1256424,0.0650787,336516.295,4451727.229
1221,-0.0361916,0.0609387,336521.295,4451727.229
1222,-0.0248463,0.0850079,336526.295,4451727.229
1223,0.0060932,0.054031,336531.295,4451727.229
1224,-0.0512324,0.0770569,336536.295,4451727.229
1225,0.1202263,0.0823579,336541.295,4451727.229
1226,-0.0378384,0.0699171,336546.295,4451727.229
1227,-0.0996272,0.0728311,336551.295,4451727.229
1228,0.0131047,0.099975,336556.295,4451727.229
1229,0.0944607,0.0769577,336566.295,4451727.229
1230,0.1215118,0.1103687,336571.295,4451727.229
1231,0.0042112,0.0959201,336581.295,4451727.229
1232,-0.1221481,0.0946458,336586.295,4451727.229
1233,0.0993224,0.09717,336596.295,4451727.229
1234,0.1193932,0.1094798,336601.295,4451727.229
1235,0.093709,0.0905951,336606.295,4451727.229
1236,-0.0390405,0.0638419,336611.295,4451727.229
1237,-0.1141838,0.0940391,336616.295,4451727.229
1238,0.0387101,0.1204841,336621.295,4451727.229
1239,0.015586,0.0760539,336626.295,4451727.229
1240,0.008011,0.0643772,336631.295,4451727.229
1241,-0.0112785,0.0801231,336636.295,4451727.229
1242,-0.0605918,0.0684872,336641.295,4451727.229
1243,-0.0216264,0.0671963,336651.295,4451727.229
1244,-0.096782,0.054185,336656.295,4451727.229
1245,-0.0947464,0.065388,336451.295,4451722.229
1246,-0.1311441,0.1041725,336456.295,4451722.229
1247,0.0534447,0.0864763,336461.295,4451722.229
1248,-0.0411488,0.081846,336471.295,4451722.229
1249,0.0262675,0.10376,336481.295,4451722.229
1250,0.0996464,0.0920165,336486.295,4451722.229
1251,-0.0703267,0.0817105,336491.295,4451722.229
1252,-0.1352033,0.0384382,336496.295,4451722.229
1253,-0.1021464,0.0691623,336511.295,4451722.229
1254,-0.1445146,0.0518822,336531.295,4451722.229
1255,-0.0188368,0.067692,336536.295,4451722.229
1256,-0.0135282,0.0529353,336541.295,4451722.229
1257,0.0131309,0.0798791,336546.295,4451722.229
1258,-0.1235597,0.0539486,336551.295,4451722.229
1259,-0.0971611,0.0780731,336556.295,4451722.229
1260,0.0208117,0.0693611,336561.295,4451722.229
1261,0.0444769,0.1114846,336566.295,4451722.229
1262,-0.0900257,0.1224506,336571.295,4451722.229
1263,0.0254699,0.1112357,336576.295,4451722.229
1264,0.057465,0.1132601,336586.295,4451722.229
1265,-0.0640241,0.0933567,336591.295,4451722.229
1266,0.1192909,0.1151972,336596.295,4451722.229
1267,-0.1016249,0.0766245,336601.295,4451722.229
1268,0.1041749,0.1286113,336606.295,4451722.229
1269,-0.0552614,0.1199952,336611.295,4451722.229
1270,0.0829514,0.0853282,336616.295,4451722.229
1271,0.1270421,0.1066881,336621.295,4451722.229
1272,0.072724,0.0687274,336626.295,4451722.229
1273,0.0734206,0.0893044,336631.295,4451722.229
1274,0.0000745,0.1165001,336656.295,4451722.229
1275,-0.0812345,0.0556986,336451.295,4451717.229
1276,-0.0056575,0.0655664,336456.295,4451717.229
1277,-0.0892505,0.099979,336466.295,4451717.229
1278,0.0113472,0.0614667,336476.295,4451717.229
1279,-0.0702512,0.1188417,336481.295,4451717.229
1280,-0.0339023,0.1014427,336486.295,4451717.229
1281,0.0284916,0.0829798,336491.295,4451717.229
1282,0.1020962,0.0904584,336496.295,4451717.229
1283,-0.0996041,0.0916233,336501.295,4451717.229
1284,-0.1189942,0.0702962,336516.295,4451717.229
1285,0.0095124,0.0738949,336521.295,4451717.229
1286,-0.0821565,0.0293445,336531.295,4451717.229
1287,0.0634916,0.0795116,336536.295,4451717.229
1288,-0.1196708,0.0657456,336541.295,4451717.229
1289,0.0554174,0.0516492,336546.295,4451717.229
1290,0.0768008,0.109558,336551.295,4451717.229
1291,-0.1470731,0.0743701,336556.295,4451717.229
1292,0.0260472,0.0911903,336561.295,4451717.229
1293,-0.0822121,0.104463,336566.295,4451717.229
1294,0.1477567,0.1302008,336571.295,4451717.229
1295,0.1489335,0.1124051,336576.295,4451717.229
1296,-0.0955992,0.0841312,336581.295,4451717.229
1297,-0.054374,0.1281561,336601.295,4451717.229
1298,-0.0875964,0.1100828,336606.295,4451717.229
1299,-0.0666058,0.1273776,336611.295,4451717.229
1300,0.1730221,0.1141919,336616.295,4451717.229
1301,-0.1215725,0.1041648,336621.295,4451717.229
1302,0.1291289,0.0931731,336626.295,4451717.229
1303,0.0066102,0.0757995,336631.295,4451717.229
1304,0.0484412,0.0795891,336636.295,4451717.229
1305,-0.0590577,0.0846499,336641.295,4451717.229
1306,-0.0821759,0.0730809,336651.295,4451717.229
1307,-0.0424753,0.0627369,336656.295,4451717.229
1308,-0.0587232,0.1019399,336456.295,4451712.229
1309,-0.1117922,0.0643356,336461.295,4451712.229
1310,-0.1245719,0.0714686,336466.295,4451712.229
1311,-0.0943741,0.0851112,336471.295,4451712.229
1312,-0.1047783,0.0839732,336476.295,4451712.229
1313,0.124066,0.1296154,336481.295,4451712.229
1314,-0.0312784,0.0863107,336486.295,4451712.229
1315,-0.0994572,0.0747788,336491.295,4451712.229
1316,-0.1017466,0.0796369,336521.295,4451712.229
1317,0.112723,0.1196172,336531.295,4451712.229
1318,-0.0630903,0.0943061,336536.295,4451712.229
1319,-0.0692427,0.0462008,336541.295,4451712.229
1320,-0.1381447,0.0743469,336546.295,4451712.229
1321,0.0149341,0.0989137,336551.295,4451712.229
1322,0.0222459,0.0583813,336556.295,4451712.229
1323,-0.009417,0.0614407,336561.295,4451712.229
1324,0.0836906,0.0727209,336566.295,4451712.229
1325,0.0249359,0.0923525,336571.295,4451712.229
1326,-0.0460346,0.0907815,336576.295,4451712.229
1327,-0.1304496,0.0568731,336581.295,4451712.229
1328,-0.0071503,0.1319268,336596.295,4451712.229
1329,-0.061818,0.1148178,336601.295,4451712.229
1330,-0.121621,0.1485868,336606.295,4451712.229
1331,-0.0044674,0.1233835,336611.295,4451712.229
1332,0.2045278,0.1191178,336616.295,4451712.229
1333,-0.0502798,0.1127716,336621.295,4451712.229
1334,-0.0226429,0.0915133,336626.295,4451712.229
1335,0.0606895,0.0781051,336631.295,4451712.229
1336,0.2352087,0.121062,336636.295,4451712.229
1337,0.0675024,0.1209489,336641.295,4451712.229
1338,-0.0851614,0.1101714,336646.295,4451712.229
1339,0.1807571,0.1007079,336651.295,4451712.229
1340,-0.0686969,0.070439,336656.295,4451712.229
1341,-0.0657508,0.0715015,336661.295,4451712.229
1342,0.1131163,0.0784902,336456.295,4451707.229
1343,0.1185231,0.0885053,336461.295,4451707.229
1344,-0.0028186,0.1034485,336466.295,4451707.229
1345,-0.0455966,0.0901532,336476.295,4451707.229
1346,-0.146177,0.1172154,336481.295,4451707.229
1347,-0.036695,0.1064661,336491.295,4451707.229
1348,0.1001821,0.1200228,336496.295,4451707.229
1349,0.0184743,0.0889113,336501.295,4451707.229
1350,-0.0491859,0.0758215,336516.295,4451707.229
1351,0.011408,0.0707958,336526.295,4451707.229
1352,0.1064899,0.0972062,336531.295,4451707.229
1353,-0.071557,0.0741821,336536.295,4451707.229
1354,0.0586767,0.076078,336541.295,4451707.229
1355,-0.0589498,0.0501848,336546.295,4451707.229
1356,0.0031639,0.0938396,336551.295,4451707.229
1357,0.0670362,0.0936,336556.295,4451707.229
1358,-0.0531435,0.0712152,336561.295,4451707.229
1359,0.0096341,0.0862665,336566.295,4451707.229
1360,-0.148035,0.1041648,336571.295,4451707.229
1361,0.0281054,0.0627445,336576.295,4451707.229
1362,-0.021941,0.0795899,336581.295,4451707.229
1363,-0.1288893,0.0739112,336591.295,4451707.229
1364,-0.0535248,0.0785889,336596.295,4451707.229
1365,-0.0576401,0.0561877,336601.295,4451707.229
1366,0.0434459,0.0972662,336606.295,4451707.229
1367,0.0720498,0.1543964,336611.295,4451707.229
1368,0.1093999,0.1238018,336616.295,4451707.229
1369,-0.0020174,0.099666,336621.295,4451707.229
1370,-0.1188881,0.1075127,336626.295,4451707.229
1371,0.0246531,0.161822,336631.295,4451707.229
1372,0.0641457,0.1272869,336636.295,4451707.229
1373,0.0196701,0.1002616,336641.295,4451707.229
1374,0.1004762,0.1167123,336646.295,4451707.229
1375,-0.0591861,0.0794376,336656.295,4451707.229
1376,-0.0279254,0.0899383,336661.295,4451707.229
1377,-0.1352157,0.0897471,336466.295,4451702.229
1378,-0.0622701,0.0993081,336471.295,4451702.229
1379,-0.0207559,0.110546,336476.295,4451702.229
1380,0.0570785,0.0979246,336486.295,4451702.229
1381,-0.0008898,0.0658963,336491.295,4451702.229
1382,0.2343285,0.14592,336496.295,4451702.229
1383,-0.1433248,0.0747209,336501.295,4451702.229
1384,-0.1447673,0.0497577,336526.295,4451702.229
1385,-0.0963476,0.0785539,336531.295,4451702.229
1386,-0.0394271,0.0393351,336536.295,4451702.229
1387,0.1407877,0.0720636,336541.295,4451702.229
1388,0.0282097,0.0842322,336546.295,4451702.229
1389,-0.0898126,0.058492,336551.295,4451702.229
1390,-0.0870087,0.0936484,336556.295,4451702.229
1391,-0.1266173,0.0976154,336561.295,4451702.229
1392,0.0808673,0.084405,336566.295,4451702.229
1393,0.0488604,0.1031205,336576.295,4451702.229
1394,0.0167998,0.0991371,336581.295,4451702.229
1395,-0.0274406,0.1159702,336591.295,4451702.229
1396,0.094419,0.0821824,336596.295,4451702.229
1397,0.0586903,0.1001924,336601.295,4451702.229
1398,-0.0230763,0.104438,336606.295,4451702.229
1399,-0.0438288,0.1093783,336611.295,4451702.229
1400,-0.1212486,0.0816006,336616.295,4451702.229
1401,0.0370908,0.1433354,336621.295,4451702.229
1402,0.0346872,0.1134551,336626.295,4451702.229
1403,-0.1105611,0.0982388,336631.295,4451702.229
1404,-0.086141,0.0843558,336636.295,4451702.229
1405,-0.0854158,0.0553849,336651.295,4451702.229
1406,-0.0509879,0.061874,336656.295,4451702.229
1407,-0.121583,0.0495704,336661.295,4451702.229
1408,0.0144956,0.0816431,336471.295,4451697.229
1409,-0.0974276,0.0623387,336476.295,4451697.229
1410,-0.0019905,0.0883143,336486.295,4451697.229
1411,-0.1376105,0.0931155,336491.295,4451697.229
1412,-0.0452771,0.1070865,336496.295,4451697.229
1413,-0.119208,0.0867202,336501.295,4451697.229
1414,-0.0854356,0.1032821,336506.295,4451697.229
1415,-0.0616779,0.0482663,336536.295,4451697.229
1416,-0.1267723,0.0511397,336541.295,4451697.229
1417,-0.003078,0.1064194,336546.295,4451697.229
1418,-0.0963164,0.1014797,336551.295,4451697.229
1419,-0.0376744,0.0754717,336556.295,4451697.229
1420,-0.0845528,0.1137254,336561.295,4451697.229
1421,0.131116,0.1099383,336566.295,4451697.229
1422,0.0262611,0.1153162,336571.295,4451697.229
1423,-0.1175526,0.1136597,336576.295,4451697.229
1424,-0.1433266,0.107096,336581.295,4451697.229
1425,-0.0644351,0.0975155,336586.295,4451697.229
1426,0.1510358,0.0817947,336591.295,4451697.229
1427,0.085091,0.1229988,336601.295,4451697.229
1428,-0.0627559,0.1339473,336606.295,4451697.229
1429,-0.1443414,0.0902737,336611.295,4451697.229
1430,-0.0526279,0.0957083,336616.295,4451697.229
1431,-0.0944105,0.0778343,336631.295,4451697.229
1432,0.0684136,0.0614666,336636.295,4451697.229
1433,-0.1450483,0.0716425,336641.295,4451697.229
1434,0.1026657,0.1014321,336646.295,4451697.229
1435,-0.0802972,0.0856803,336651.295,4451697.229
1436,0.0077548,0.0626927,336661.295,4451697.229
1437,-0.0239119,0.0821888,336486.295,4451692.229
1438,-0.0285145,0.0970738,336491.295,4451692.229
1439,-0.1299946,0.0762665,336496.295,4451692.229
1440,-0.1113783,0.0943348,336501.295,4451692.229
1441,-0.121043,0.085355,336506.295,4451692.229
1442,-0.1462835,0.0925873,336511.295,4451692.229
1443,0.0102479,0.0502023,336521.295,4451692.229
1444,-0.0929345,0.0758462,336526.295,4451692.229
1445,-0.0441216,0.0957283,336531.295,4451692.229
1446,0.2186171,0.0913799,336536.295,4451692.229
1447,0.0599658,0.0723398,336541.295,4451692.229
1448,0.037023,0.0970679,336546.295,4451692.229
1449,-0.1316891,0.0763861,336551.295,4451692.229
1450,-0.1354583,0.0895584,336556.295,4451692.229
1451,-0.0687327,0.0694527,336561.295,4451692.229
1452,-0.0854011,0.0975837,336566.295,4451692.229
1453,-0.1456549,0.0953864,336571.295,4451692.229
1454,-0.0896778,0.1180383,336576.295,4451692.229
1455,0.0239564,0.0885042,336581.295,4451692.229
1456,-0.0411937,0.0744547,336586.295,4451692.229
1457,0.1181497,0.1000088,336591.295,4451692.229
1458,0.1106379,0.1040158,336596.295,4451692.229
1459,-0.0055353,0.0747145,336601.295,4451692.229
1460,-0.0160425,0.0953022,336611.295,4451692.229
1461,-0.0411188,0.1214089,336621.295,4451692.229
1462,-0.0997492,0.1315673,336631.295,4451692.229
1463,0.1093353,0.0875858,336651.295,4451692.229
1464,0.011303,0.0750504,336656.295,4451692.229
1465,-0.0369579,0.0924548,336661.295,4451692.229
1466,-0.0188048,0.0987077,336666.295,4451692.229
1467,-0.1492554,0.0845994,336486.295,4451687.229
1468,-0.0423388,0.1149546,336491.295,4451687.229
1469,-0.0027868,0.060661,336496.295,4451687.229
1470,-0.0024838,0.0861327,336501.295,4451687.229
1471,0.0027474,0.1180583,336506.295,4451687.229
1472,0.0597987,0.1423856,336521.295,4451687.229
1473,-0.1204017,0.0584141,336536.295,4451687.229
1474,-0.147934,0.075144,336541.295,4451687.229
1475,-0.061078,0.1142655,336551.295,4451687.229
1476,-0.0009179,0.0612896,336556.295,4451687.229
1477,0.0581069,0.0919122,336561.295,4451687.229
1478,-0.044103,0.0867328,336566.295,4451687.229
1479,-0.1494362,0.0522127,336571.295,4451687.229
1480,0.0007348,0.0899965,336576.295,4451687.229
1481,-0.0110196,0.0755207,336581.295,4451687.229
1482,-0.094409,0.1052615,336586.295,4451687.229
1483,-0.1363829,0.0941894,336591.295,4451687.229
1484,-0.0370044,0.0686576,336601.295,4451687.229
1485,0.1173465,0.1442479,336606.295,4451687.229
1486,-0.0259544,0.111027,336611.295,4451687.229
1487,-0.0531917,0.1192482,336616.295,4451687.229
1488,0.0509091,0.1080577,336621.295,4451687.229
1489,-0.0577615,0.1247753,336626.295,4451687.229
1490,0.1143566,0.1346031,336631.295,4451687.229
1491,0.1209886,0.0910045,336651.295,4451687.229
1492,-0.0260405,0.0914788,336656.295,4451687.229
1493,0.0286373,0.0965974,336661.295,4451687.229
1494,-0.0574934,0.0874844,336666.295,4451687.229
1495,0.0287244,0.0898292,336491.295,4451682.229
1496,-0.0766147,0.0654324,336496.295,4451682.229
1497,0.0449106,0.0860772,336501.295,4451682.229
1498,-0.016975,0.0982066,336506.295,4451682.229
1499,-0.104437,0.0995759,336516.295,4451682.229
1500,-0.0620826,0.0542566,336536.295,4451682.229
1501,-0.0301791,0.0886875,336541.295,4451682.229
1502,0.1254639,0.1023314,336551.295,4451682.229
1503,0.00767,0.0817795,336556.295,4451682.229
1504,-0.0365468,0.0664895,336561.295,4451682.229
1505,-0.142663,0.1005147,336566.295,4451682.229
1506,-0.1115974,0.086445,336571.295,4451682.229
1507,0.189589,0.1339561,336576.295,4451682.229
1508,-0.0652591,0.1057125,336581.295,4451682.229
1509,0.0110859,0.0825826,336586.295,4451682.229
1510,0.1009795,0.0903805,336591.295,4451682.229
1511,-0.1441693,0.0986343,336596.295,4451682.229
1512,-0.116293,0.0678187,336601.295,4451682.229
1513,-0.1228873,0.0933339,336606.295,4451682.229
1514,-0.0431838,0.1029695,336611.295,4451682.229
1515,-0.1068987,0.0852668,336616.295,4451682.229
1516,0.0518429,0.0798072,336621.295,4451682.229
1517,-0.1015267,0.1195659,336631.295,4451682.229
1518,-0.1167004,0.0746914,336636.295,4451682.229
1519,-0.006137,0.0698004,336641.295,4451682.229
1520,-0.104948,0.0621336,336651.295,4451682.229
1521,-0.0611823,0.0923785,336656.295,4451682.229
1522,0.0211293,0.1066723,336661.295,4451682.229
1523,-0.1028935,0.1129933,336666.295,4451682.229
1524,0.054825,0.08864,336496.295,4451677.229
1525,0.0450034,0.1079057,336506.295,4451677.229
1526,-0.0345305,0.1030488,336511.295,4451677.229
1527,-0.1003734,0.0724307,336521.295,4451677.229
1528,-0.0245639,0.1052339,336541.295,4451677.229
1529,-0.0171174,0.079445,336561.295,4451677.229
1530,-0.0814449,0.0788709,336571.295,4451677.229
1531,0.0708465,0.094971,336576.295,4451677.229
1532,-0.1051894,0.105877,336581.295,4451677.229
1533,0.0330968,0.0821873,336586.295,4451677.229
1534,0.0354856,0.0833843,336591.295,4451677.229
1535,-0.1148923,0.0814318,336601.295,4451677.229
1536,-0.1448914,0.0777667,336611.295,4451677.229
1537,-0.0731659,0.0700051,336616.295,4451677.229
1538,-0.1056491,0.0633275,336621.295,4451677.229
1539,-0.137356,0.0701135,336636.295,4451677.229
1540,-0.064621,0.0586045,336641.295,4451677.229
1541,0.0044421,0.1112126,336646.295,4451677.229
1542,-0.0859385,0.0657282,336651.295,4451677.229
1543,0.0794834,0.0872988,336656.295,4451677.229
1544,-0.0833959,0.0889643,336661.295,4451677.229
1545,-0.1267939,0.0825026,336666.295,4451677.229
1546,-0.1319855,0.067295,336516.295,4451672.229
1547,-0.0306558,0.0813723,336536.295,4451672.229
1548,-0.1277239,0.0588075,336541.295,4451672.229
1549,-0.0350321,0.0493524,336546.295,4451672.229
1550,-0.0629964,0.0876217,336566.295,4451672.229
1551,0.0521388,0.0987335,336576.295,4451672.229
1552,-0.1045407,0.0924404,336591.295,4451672.229
1553,-0.0918407,0.0856322,336596.295,4451672.229
1554,0.0680046,0.0811151,336601.295,4451672.229
1555,-0.07693,0.0576459,336606.295,4451672.229
1556,0.1134623,0.0946867,336611.295,4451672.229
1557,-0.1017565,0.0941055,336616.295,4451672.229
1558,0.0004519,0.0790572,336621.295,4451672.229
1559,0.0320723,0.1092876,336631.295,4451672.229
1560,-0.0317416,0.0488894,336641.295,4451672.229
1561,-0.0338166,0.0894513,336651.295,4451672.229
1562,-0.0813855,0.06085,336656.295,4451672.229
1563,-0.1042325,0.0779975,336661.295,4451672.229
1564,-0.0973834,0.0896199,336501.295,4451667.229
1565,-0.1245469,0.0679982,336506.295,4451667.229
1566,-0.1369971,0.0599997,336511.295,4451667.229
1567,-0.082612,0.0831972,336526.295,4451667.229
1568,-0.0671353,0.0691133,336531.295,4451667.229
1569,-0.0868036,0.0622738,336536.295,4451667.229
1570,-0.1227826,0.0633219,336541.295,4451667.229
1571,-0.1147881,0.046635,336546.295,4451667.229
1572,-0.0259951,0.10239,336551.295,4451667.229
1573,-0.0077465,0.0978007,336556.295,4451667.229
1574,0.0333066,0.0723793,336561.295,4451667.229
1575,-0.0240337,0.08121,336566.295,4451667.229
1576,-0.0968555,0.0776894,336576.295,4451667.229
1577,0.1777163,0.1548385,336581.295,4451667.229
1578,-0.1328752,0.0670851,336586.295,4451667.229
1579,-0.1007549,0.0899879,336596.295,4451667.229
1580,0.0300911,0.0658883,336601.295,4451667.229
1581,-0.0551487,0.0763536,336606.295,4451667.229
1582,-0.0313045,0.0685076,336611.295,4451667.229
1583,-0.0414514,0.0917015,336616.295,4451667.229
1584,0.0854501,0.0902876,336621.295,4451667.229
1585,-0.1219196,0.0870415,336631.295,4451667.229
1586,-0.0482397,0.0795322,336636.295,4451667.229
1587,0.0658373,0.1007743,336641.295,4451667.229
1588,-0.0196867,0.0863299,336646.295,4451667.229
1589,-0.1358164,0.0729698,336651.295,4451667.229
1590,0.1246895,0.1190782,336656.295,4451667.229
1591,0.1638641,0.1512332,336661.295,4451667.229
1592,-0.010253,0.0654741,336511.295,4451662.229
1593,-0.0412205,0.0739569,336516.295,4451662.229
1594,-0.065129,0.0709019,336526.295,4451662.229
1595,-0.125299,0.0647428,336531.295,4451662.229
1596,-0.1112587,0.0543267,336536.295,4451662.229
1597,-0.1289473,0.0967741,336546.295,4451662.229
1598,-0.0132833,0.0701965,336556.295,4451662.229
1599,-0.0167248,0.086346,336561.295,4451662.229
1600,0.0263378,0.095944,336576.295,4451662.229
1601,0.0539667,0.1003986,336581.295,4451662.229
1602,0.0960885,0.0824163,336586.295,4451662.229
1603,-0.1438181,0.0672263,336591.295,4451662.229
1604,0.117327,0.0789335,336601.295,4451662.229
1605,0.0196822,0.0927277,336606.295,4451662.229
1606,0.026211,0.0733012,336611.295,4451662.229
1607,0.0022749,0.0808473,336616.295,4451662.229
1608,0.0013868,0.0874981,336621.295,4451662.229
1609,-0.0998649,0.0857275,336626.295,4451662.229
1610,-0.0571158,0.0953164,336641.295,4451662.229
1611,-0.0535152,0.0710423,336646.295,4451662.229
1612,-0.0756062,0.0736906,336656.295,4451662.229
1613,0.0300561,0.0845047,336661.295,4451662.229
1614,-0.0357372,0.0980448,336666.295,4451662.229
1615,-0.0562414,0.0953755,336511.295,4451657.229
1616,-0.0325293,0.1071712,336516.295,4451657.229
1617,-0.09091,0.083263,336521.295,4451657.229
1618,-0.0365448,0.0664835,336526.295,4451657.229
1619,-0.1089496,0.0683471,336531.295,4451657.229
1620,-0.0872361,0.0552894,336546.295,4451657.229
1621,-0.1034806,0.0768923,336551.295,4451657.229
1622,-0.0859689,0.080311,336556.295,4451657.229
1623,-0.1318476,0.0632444,336561.295,4451657.229
1624,-0.0107618,0.0880686,336566.295,4451657.229
1625,-0.1222705,0.0998285,336576.295,4451657.229
1626,-0.0402966,0.0774112,336581.295,4451657.229
1627,-0.0195036,0.0696704,336586.295,4451657.229
1628,-0.0739948,0.0728224,336596.295,4451657.229
1629,-0.0167053,0.0810878,336601.295,4451657.229
1630,-0.1064155,0.0736929,336611.295,4451657.229
1631,-0.0943672,0.0629557,336616.295,4451657.229
1632,-0.1044886,0.0786224,336621.295,4451657.229
1633,-0.0546017,0.0937146,336626.295,4451657.229
1634,-0.1137752,0.0620588,336631.295,4451657.229
1635,0.0097899,0.0878531,336636.295,4451657.229
1636,0.0369007,0.0742995,336641.295,4451657.229
1637,-0.0600399,0.0691954,336646.295,4451657.229
1638,-0.0850221,0.0792755,336651.295,4451657.229
1639,0.0284005,0.0598182,336656.295,4451657.229
1640,-0.0211496,0.0708825,336661.295,4451657.229
1641,-0.1372422,0.055439,336511.295,4451652.229
1642,0.0931244,0.0655423,336516.295,4451652.229
1643,-0.0217222,0.0563112,336521.295,4451652.229
1644,-0.0623066,0.0703647,336526.295,4451652.229
1645,-0.1217907,0.0616843,336531.295,4451652.229
1646,-0.0946406,0.067739,336541.295,4451652.229
1647,-0.0837749,0.0862344,336551.295,4451652.229
1648,-0.0184492,0.0757502,336556.295,4451652.229
1649,-0.0464603,0.0720279,336561.295,4451652.229
1650,0.0372621,0.076622,336566.295,4451652.229
1651,0.0464277,0.1116127,336581.295,4451652.229
1652,-0.0431064,0.0902463,336586.295,4451652.229
1653,-0.0810394,0.0844017,336596.295,4451652.229
1654,-0.033311,0.0685846,336601.295,4451652.229
1655,-0.1076166,0.0554634,336606.295,4451652.229
1656,-0.0926817,0.0694681,336611.295,4451652.229
1657,0.0018474,0.0857609,336621.295,4451652.229
1658,-0.1138121,0.089357,336626.295,4451652.229
1659,0.1122003,0.1166782,336631.295,4451652.229
1660,-0.0325579,0.1029754,336636.295,4451652.229
1661,-0.1265302,0.0508043,336641.295,4451652.229
1662,-0.0295311,0.094572,336651.295,4451652.229
1663,-0.0951721,0.0796713,336656.295,4451652.229
1664,-0.0214244,0.0850247,336661.295,4451652.229
1665,0.1126076,0.0676538,336666.295,4451652.229
1666,-0.0168414,0.0806749,336511.295,4451647.229
1667,-0.1229779,0.0771123,336516.295,4451647.229
1668,0.1183102,0.09388,336526.295,4451647.229
1669,-0.1327425,0.0532447,336536.295,4451647.229
1670,-0.0937755,0.0762582,336551.295,4451647.229
1671,-0.0842861,0.0845521,336566.295,4451647.229
1672,-0.1043906,0.0636765,336571.295,4451647.229
1673,0.0021494,0.0882718,336576.295,4451647.229
1674,-0.1021215,0.0419626,336581.295,4451647.229
1675,-0.0251115,0.0680065,336586.295,4451647.229
1676,0.0943786,0.0844396,336591.295,4451647.229
1677,0.0997013,0.1148764,336596.295,4451647.229
1678,-0.1403924,0.0522012,336601.295,4451647.229
1679,-0.0987168,0.0604661,336616.295,4451647.229
1680,0.0372391,0.0940693,336621.295,4451647.229
1681,0.1050769,0.1012748,336626.295,4451647.229
1682,0.0710035,0.0764157,336631.295,4451647.229
1683,0.0055556,0.0577879,336636.295,4451647.229
1684,-0.043145,0.0909547,336641.295,4451647.229
1685,-0.1146116,0.0738205,336646.295,4451647.229
1686,0.068659,0.0754534,336651.295,4451647.229
1687,-0.0957353,0.0695948,336656.295,4451647.229
1688,0.0739768,0.0868384,336661.295,4451647.229
1689,-0.0535577,0.0773244,336666.295,4451647.229
1690,0.0340747,0.0746947,336671.295,4451647.229
1691,-0.0845583,0.0659439,336511.295,4451642.229
1692,-0.1275354,0.0654354,336516.295,4451642.229
1693,0.0398184,0.0646819,336521.295,4451642.229
1694,0.0731813,0.0904529,336526.295,4451642.229
1695,-0.1177112,0.0770332,336531.295,4451642.229
1696,-0.0829478,0.076853,336556.295,4451642.229
1697,0.0259334,0.0778709,336561.295,4451642.229
1698,-0.0881662,0.0868009,336566.295,4451642.229
1699,-0.0594693,0.0807961,336571.295,4451642.229
1700,-0.0401548,0.0868842,336581.295,4451642.229
1701,-0.1372,0.0511783,336586.295,4451642.229
1702,-0.0222924,0.0766403,336591.295,4451642.229
1703,0.1282434,0.0792806,336596.295,4451642.229
1704,0.0078449,0.0527404,336601.295,4451642.229
1705,-0.0715597,0.0708514,336606.295,4451642.229
1706,-0.046665,0.0750861,336621.295,4451642.229
1707,0.004033,0.0788148,336626.295,4451642.229
1708,-0.02554,0.0782376,336631.295,4451642.229
1709,0.000836,0.0967475,336636.295,4451642.229
1710,0.1908987,0.0841253,336641.295,4451642.229
1711,0.0475588,0.0766635,336646.295,4451642.229
1712,-0.0006666,0.0706303,336651.295,4451642.229
1713,-0.0919076,0.0612384,336656.295,4451642.229
1714,-0.0564894,0.0805651,336661.295,4451642.229
1715,-0.1295259,0.0827285,336666.295,4451642.229
1716,-0.0334002,0.1010929,336671.295,4451642.229
1717,-0.0663065,0.0726439,336526.295,4451637.229
1718,-0.1393474,0.062339,336531.295,4451637.229
1719,-0.0957646,0.0583431,336536.295,4451637.229
1720,-0.0356582,0.0760817,336556.295,4451637.229
1721,-0.0295002,0.0886417,336561.295,4451637.229
1722,-0.051196,0.0855049,336566.295,4451637.229
1723,-0.1482943,0.0702478,336571.295,4451637.229
1724,-0.0340833,0.0639634,336576.295,4451637.229
1725,-0.1176091,0.0860559,336586.295,4451637.229
1726,-0.0064861,0.0964638,336591.295,4451637.229
1727,0.2552933,0.1182651,336596.295,4451637.229
1728,-0.1198997,0.0917906,336601.295,4451637.229
1729,0.0104401,0.0648015,336621.295,4451637.229
1730,0.0379974,0.0790726,336626.295,4451637.229
1731,0.0098492,0.0624704,336631.295,4451637.229
1732,0.1433942,0.0871783,336636.295,4451637.229
1733,-0.1060304,0.0763012,336641.295,4451637.229
1734,-0.1259054,0.0819089,336646.295,4451637.229
1735,-0.0449709,0.0671957,336651.295,4451637.229
1736,0.0335887,0.0772481,336656.295,4451637.229
1737,-0.0092142,0.0630951,336661.295,4451637.229
1738,-0.0542532,0.0599961,336671.295,4451637.229
1739,-0.1189375,0.0404007,336511.295,4451632.229
1740,0.019353,0.0972286,336526.295,4451632.229
1741,0.0259113,0.0656512,336531.295,4451632.229
1742,-0.1239627,0.0684843,336536.295,4451632.229
1743,-0.0994554,0.0594829,336541.295,4451632.229
1744,0.0610679,0.0692747,336551.295,4451632.229
1745,0.0691247,0.0433586,336556.295,4451632.229
1746,0.0120757,0.0888277,336561.295,4451632.229
